,kmeans,internet,agua,banco,iglesia,dejar_hijos,cuantas_personas,tiempo_casa,primer_hijo,cuantas_trabajan,tiempo_trabajan,pierden_colegio,ingreso,bautizadas,PADRE,MADRE,F,M,NINOS,MAYORES,cluster_size
0,0,0.15706806282722513,0.675392670157068,0.031413612565445025,0.9057591623036649,0.387434554973822,5.628272251308901,13.073298429319372,21.14605710584552,1.3403141361256545,1.2454114112327463,1.6360457893335683,834.5026178010471,0.5112452356020941,0.6910994764397905,0.9581151832460733,2.769633507853403,2.2146596858638743,2.8743455497382198,0.041884816753926704,191
1,1,0.0661764705882353,0.7352941176470589,0.022058823529411766,0.875,0.49264705882352944,4.573529411764706,14.283088235294118,21.477656913280775,1.2816641846612062,1.0981429645721925,2.267846460618143,508.1985294117647,0.5352643382352942,0.4632352941176471,0.9779411764705882,2.4558823529411766,1.9485294117647058,2.5661764705882355,0.07352941176470588,136
2,2,0.25,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.5833333333333334,7.5,16.108333333333334,20.083333333333332,2.1666666666666665,1.1880918560606062,2.387994350282486,1485.8333333333333,0.5131525,0.6666666666666666,1.0,3.4166666666666665,2.8333333333333335,3.75,0.0,12
3,3,0.01639344262295082,0.6721311475409836,0.01639344262295082,0.9016393442622951,0.39344262295081966,5.016393442622951,14.180327868852459,19.573559236099374,1.0856609255032164,1.0841887108792847,2.143789941650459,217.29508196721312,0.5883798360655735,0.3442622950819672,0.9836065573770492,2.622950819672131,1.8688524590163935,2.6885245901639343,0.03278688524590164,61
